platform,product_url,product_name,brand,price,mrp,discount_percent,product_rating,num_ratings,seller_name,review_text,review_rating
,,,,,,,,,,,
"Samsung Galaxy S25 Ultra, 512GB Smartphone, Unlocked Android, AI Night Mode Camera, Snapdragon 8 Elite Fast Processor, 5000mAh Battery, Built-in S Pen, 2025, US 1 Yr Warranty, Titanium Black",4.5,2345,Cell Phones & Accessories,Cell Phones,Samsung,1169,-0.18,https://m.media-amazon.com/images/I/61n0lmxP5-L._AC_SX679_.jpg,,,
"Samsung Galaxy A16 5G A Series, Unlocked Android Smartphone, Large AMOLED Display, Durable Design, Super Fast Charging, Expandable Storage, 5G Connectivity, US Version, 2025, Blue Black",4.2,1789,Cell Phones & Accessories,Cell Phones,Samsung,198,,https://m.media-amazon.com/images/I/71KGkQ+KOKL._AC_SX679_.jpg,,,
"SAMSUNG Galaxy S24 FE AI Phone, 128GB Unlocked Android Smartphone, High-Res 50MP Camera, Long Battery Life, AMOLED Bright Display, US Version, 2024, US 1 Yr Warranty, Graphite",4.5,1381,Cell Phones & Accessories,Cell Phones,SAMSUNG,1069,,https://m.media-amazon.com/images/I/61uakkLoHxL._AC_SX679_.jpg,,,
Motorola Moto G 5G | 2024 | Unlocked | Made for US 4/128GB | 50MP Camera | Sage Green,4.2,2996,Cell Phones & Accessories,Cell Phones,Motorola,139,-0.3,https://m.media-amazon.com/images/I/61TTdTnaEeL._AC_SX679_.jpg,,,
"Tracfone Moto G Play (2023) [Activation Promotion], 32GB, Blue, Includes 1500Min/1500Txt/1500MB, 365 Days Service Plan - Prepaid Smartphone",4.3,1271,Cell Phones & Accessories,Cell Phones,TracFone,49,,https://m.media-amazon.com/images/I/61Ydn7qAodL._AC_SY679_.jpg,,,
Motorola Moto G Stylus 5G | 2024 | Unlocked | Made for US 8/256GB | 50MP Camera | Caramel Latte,4.5,974,Cell Phones & Accessories,Cell Phones,Motorola,249,-0.38,https://m.media-amazon.com/images/I/61LE9-6KxdL._AC_SX679_.jpg,,,
"OnePlus 13R, 12GB RAM + 256GB Storage, Dual-SIM, Unlocked Android Smartphone, Powered by Snapdragon 8 Gen 3, 55W SUPERVOOC Fast Charging, 2025, Nebula Noir",4.6,141,Cell Phones & Accessories,Cell Phones,OnePlus,719,,https://m.media-amazon.com/images/I/71lmumt9z8L._AC_SX679_.jpg,,,
"SAMSUNG Galaxy S22 Ultra 5G, US Version, 512GB, Phantom Black - Unlocked (Renewed)",3.7,5259,Cell Phones & Accessories,Cell Phones,SAMSUNG,1169,,https://m.media-amazon.com/images/I/61U6oC65TTL._AC_SX679_.jpg,,,
"Apple iPhone 12, 64GB, Blue - Unlocked (Renewed)",4,31272,Cell Phones & Accessories,Cell Phones,Apple,798,,https://m.media-amazon.com/images/I/51ERFKUcVlL._AC_SX679_.jpg,,,
"Samsung Galaxy A16 4G LTE (128GB + 4GB) International Model SM-A165F/DS Factory Unlocked, 6.7"", Dual SIM, 50MP Triple Camera (Case Bundle), Black",4,1388,Cell Phones & Accessories,Cell Phones,Samsung,130,,https://m.media-amazon.com/images/I/61Lp1UcxeLL._AC_SX679_.jpg,,,
"Samsung Galaxy S22 Smartphone, Factory Unlocked Android Cell Phone, 128GB, 8K Camera & Video, Brightest Display, Long Battery Life, Fast 4nm Processor, US Version, Phantom Black (Renewed)",3.9,3172,Cell Phones & Accessories,Cell Phones,SAMSUNG,219,,https://m.media-amazon.com/images/I/61M4ndNetDL._AC_SX679_.jpg,,,
"Apple iPhone 14 Plus, 128GB, Midnight - Unlocked (Renewed)",4.1,2936,Cell Phones & Accessories,Cell Phones,Apple,56,,https://m.media-amazon.com/images/I/513-nH35+UL._AC_SX679_.jpg,,,
"Samsung Galaxy S21 5G, US Version, 128GB, Phantom Gray - Unlocked (Renewed)",4,13301,Cell Phones & Accessories,Cell Phones,SAMSUNG,134,,https://m.media-amazon.com/images/I/61XyNdmvr6L._AC_SX522_.jpg,,,
Samsung Galaxy S22+ 5G S906U 128GB GSM/CDMA Unlocked Android Smartphone (USA Version) - Phantom Black (Renewed),4.2,1798,Cell Phones & Accessories,Cell Phones,SAMSUNG,259,,https://m.media-amazon.com/images/I/61R5xNY4ZWL._AC_SX569_.jpg,,,
"TracFone Motorola Moto g 5G (2024) [Activation Promotion] Locked Prepaid Smartphone, 128GB, Gray - Includes $20 Unlimited Talk, Text, & 4GB Data 30-Day Plan",4.2,101,Cell Phones & Accessories,Cell Phones,TracFone,49,,https://m.media-amazon.com/images/I/61NIBABW1rL._AC_SY679_.jpg,,,
"8849 Tank 2 Pro Rugged Smartphone Unlocked, 24+512GB/1TB Android 14 Rugged Cell Phone with Projector, 6.79’’ 4G Waterproof Mobile Phones 23800mAh, Fingerprint/Dual Sim/OTG/GPS/Face ID",4.2,70,Cell Phones & Accessories,Cell Phones,8849,449,,https://m.media-amazon.com/images/I/71BOkn2sodL._AC_SX569_.jpg,,,
"CMF Phone 1 8+128GB - Unlocked Smartphone with 50 MP Rear Camera with Ultra XDR, 6,67"" Super AMOLED Display and Nothing OS 2.6 - Light Green",4.6,540,Cell Phones & Accessories,Cell Phones,CMF BY NOTHING,199,-0.23,https://m.media-amazon.com/images/I/71Pc3Cb9HjL._AC_SX679_.jpg,,,
"Apple iPhone 13, 128GB, Blue - Unlocked (Renewed)",4,18266,Cell Phones & Accessories,Cell Phones,Apple,149,,https://m.media-amazon.com/images/I/71MKNCEgE6L._AC_SX679_.jpg,,,
"TCL 60 XE NXTPAPER 5G Cell Phone, 128GB Unlocked Android Smartphone, 6.8"" 120Hz Paper-Like Display, AI Features, 5010mAh Battery, 8GB RAM + 8GB Expansion, Advanced Camera System, Space Blue",4.1,133,Cell Phones & Accessories,Cell Phones,TCL,199,-0.2,https://m.media-amazon.com/images/I/81IrxvqffWL._AC_SX679_.jpg,,,
"Samsung Galaxy A03s Cell Phone, AT&T GSM Unlocked Android Smartphone, 32GB, Long Lasting Battery, Expandable Storage, 3 Camera Lenses, Infinite Display - Black (Renewed)",4,1400,Cell Phones & Accessories,Cell Phones,SAMSUNG,62,,https://m.media-amazon.com/images/I/51m45B3Yy+L._AC_SX679_.jpg,,,
Samsung Electronics Galaxy Note 20 5G Unlocked Android Cell Phone | US Version | 128GB of Storage | Mobile Gaming Smartphone | Long-Lasting Battery | Mystic Gray (Renewed),4,2425,Cell Phones & Accessories,Cell Phones,SAMSUNG,259,,https://m.media-amazon.com/images/I/61xqvfPmUnL._AC_SX466_.jpg,,,
"SAMSUNG Galaxy A16 5G Dual SIM (128GB, 2025) 6.7"" 90Hz AMOLED, Water Resistant, 8Core, 50MP Camera (Factory Unlocked International Model for GSM, Global) A166M/DS Blue Black",4.2,289,Cell Phones & Accessories,Cell Phones,SAMSUNG,174,,https://m.media-amazon.com/images/I/51u7UXKB8+L._AC_SX679_.jpg,,,
Samsung Galaxy A05 A055M 64GB Dual-SIM GSM Unlocked Android Smartphone (Latin America Version) - Black,4.3,494,Cell Phones & Accessories,Cell Phones,SAMSUNG,107,,https://m.media-amazon.com/images/I/61UjBLFlH2L._AC_SX679_.jpg,,,
"Samsung Galaxy Z Fold7 Cell Phone, 512GB AI Smartphone, Unlocked Android, AI Photo Edits, Large Screen, Long Battery Life, 2025, US 1 Yr Manufacturer Warranty, Silver Shadow",4.4,111,Cell Phones & Accessories,Cell Phones,Samsung,2119,,https://m.media-amazon.com/images/I/71Q2nfOzmmL._AC_SX679_.jpg,,,
"SAMSUNG Galaxy A16 5G (SM-A166M/DS), 256GB 8GB RAM, Dual SIM, Factory Unlocked GSM, International Version (25W Power Adapter Bundle) - (Light Green)",4.2,324,Cell Phones & Accessories,Cell Phones,SAMSUNG,205,,https://m.media-amazon.com/images/I/61lLuNuti0L._AC_SX679_.jpg,,,
"Google Pixel 7 5G, US Version, 128GB, Obsidian - Unlocked (Renewed)",4,1642,Cell Phones & Accessories,Cell Phones,Google,349,,https://m.media-amazon.com/images/I/61GaroZ9M6L._AC_SX679_.jpg,,,
"Motorola Moto G 5G 2024 (128GB, 4GB) 6.6"", 50MP Dual Camera, Android 14, XT2417 (Unlocked, Sage Green) (Renewed)",4.1,349,Cell Phones & Accessories,Cell Phones,Motorola,115,,https://m.media-amazon.com/images/I/51iFMfKzTvL._AC_SX679_.jpg,,,
"Google Pixel 9 - Unlocked Android Smartphone with Gemini, 24-Hour Battery, Advanced Camera, and 6.3"" Actua Display - Obsidian - 128 GB",4.5,802,Cell Phones & Accessories,Cell Phones,Google,798,,https://m.media-amazon.com/images/I/61fh21u3DJL._AC_SX679_.jpg,,,
Samsung Galaxy A05 A055M 64GB Dual-SIM GSM Unlocked Android Smartphone (Latin America Version) - Silver,4.4,277,Cell Phones & Accessories,Cell Phones,Samsung,107,,https://m.media-amazon.com/images/I/717LoicbArL._AC_SX522_.jpg,,,
"SAMSUNG Galaxy S24 Ultra Cell Phone, 256GB AI Smartphone, Unlocked Android, 200MP, 100x Zoom Cameras, Long Battery Life, S Pen, Global Version, 2024 - Titanium Black",4.2,133,Cell Phones & Accessories,Cell Phones,SAMSUNG,819,,https://m.media-amazon.com/images/I/51WdmHmubDL._AC_SX679_.jpg,,,
"Samsung Galaxy S20 FE 5G, 128GB, Cloud Navy - Unlocked (Renewed)",3.9,10120,Cell Phones & Accessories,Cell Phones,Samsung,219,,https://m.media-amazon.com/images/I/51yxI5nkPWL._AC_SX679_.jpg,,,
"Samsung Galaxy A36 5G A Series Cell Phone, 256GB Unlocked Android Smartphone, AMOLED Display, Rugged Design, US Version, 2025, US 1 Yr Manufacturer Warranty, Awesome Lavender",4.4,340,Cell Phones & Accessories,Cell Phones,Samsung,449,-0.05,https://m.media-amazon.com/images/I/612jJWCgFcL._AC_SX679_.jpg,,,
"Google Pixel 9a with Gemini - Unlocked Android Smartphone with Incredible Camera and AI Photo Editing, All-Day Battery, and Powerful Security - Peony - 128 GB",4.4,425,Cell Phones & Accessories,Cell Phones,Google,199,,https://m.media-amazon.com/images/I/61IgWXs5BRL._AC_SX679_.jpg,,,
"SAMSUNG Galaxy A05 (128GB, 4GB) 6.7"" Dual SIM GSM Unlocked Global 4G LTE A055M/DS (Silver)",4.1,773,Cell Phones & Accessories,Cell Phones,SAMSUNG,113,,https://m.media-amazon.com/images/I/61r6nWLIxYL._AC_SX679_.jpg,,,
"OUKITEL C61 Unlocked Cell Phone 2025- Android 15, 6.88"" Display Smartphone, 16GB+128GB/1TB, 5150mAh Battery Phone, 13MP Camera, 4G Dual Sim Mobile Phones, Fingerprint/Face Unlock/GPS/BT5.0, Black",4.5,129,Cell Phones & Accessories,Cell Phones,OUKITEL,109,-0.15,https://m.media-amazon.com/images/I/71O2WuiBbCL._AC_SX679_.jpg,,,
TCL 50 LE - (Verizon) Smartphone - Dark Gray - 64gb (Renewed),3,10,Cell Phones & Accessories,Cell Phones,TCL,89,,https://m.media-amazon.com/images/I/61wm9DNE7LL._AC_SX679_.jpg,,,
"Samsung Galaxy A20 32GB 6.4"" Display A205U Black Unlocked Smartphone (Renewed)",3.8,868,Cell Phones & Accessories,Cell Phones,SAMSUNG,62,,https://m.media-amazon.com/images/I/71-t9PoTerL._AC_SX679_.jpg,,,
Nokia G10 | Android 13 | Unlocked GSM Smartphone | 3-Day Battery | 3GB RAM | 64GB Storage | 6.52-Inch Screen | 13MP Triple Camera | Dusk | Not Compatible with Verizon or AT&T,3.4,121,Cell Phones & Accessories,Cell Phones,Nokia,69,,https://m.media-amazon.com/images/I/81Io90tyv1L._AC_SX679_.jpg,,,
Google Pixel 4a with 5G - Android Phone - New Unlocked Smartphone with Night Sight and Ultrawide Lens - Just Black,4.2,2736,Cell Phones & Accessories,Cell Phones,Google,209,,https://m.media-amazon.com/images/I/71C0OH4WfpL._AC_SX679_.jpg,,,
"OnePlus Nord N30 5G | Unlocked Dual-SIM Android Smart Phone | 6.7"" LCD Display | 8 +128GB | 5000 mAh Battery | 50W Fast Charging | 108MP Camera | Chromatic Gray",4.3,1396,Cell Phones & Accessories,Cell Phones,OnePlus,299,,https://m.media-amazon.com/images/I/610qFsdenLL._AC_SX679_.jpg,,,
"OUKITEL G3 Rugged Smartphone Unlocked -16GB+128GB/1TB TF 6” HD Display IP68/IP69K Rugged Cell Phones, 6300mAh Battery 13MP Rear Camera Waterproof Android Phone, GPS/3.5mm Jack/4G Dual Sim/Face ID",4.5,38,Cell Phones & Accessories,Cell Phones,OUKITEL,169,,https://m.media-amazon.com/images/I/81RuzvJtvYL._AC_SX679_.jpg,,,
BLU C5L MAX | 2024 | All-Day Battery | GSM Unlocked | 5.7” Display | 16/2GB |US Version | US Warranty | Black,3.7,510,Cell Phones & Accessories,Cell Phones,BLU,49,-0.14,https://m.media-amazon.com/images/I/81No0c60jdL._AC_SX679_.jpg,,,
"Samsung Galaxy A14 5G A Series Cell Phone, Factory Unlocked GSM Android Smartphone, 4GB / 64GB Black (Renewed)",3.9,462,Cell Phones & Accessories,Cell Phones,SAMSUNG,199,,https://m.media-amazon.com/images/I/71vkaWmpemL._AC_SY679_.jpg,,,
"Google Pixel 7 Pro - 5G Android Phone - Unlocked Smartphone with Telephoto/Wide Angle Lens, and 24-Hour Battery - 128GB - Obsidian",4.2,3958,Cell Phones & Accessories,Cell Phones,Google,399,,https://m.media-amazon.com/images/I/615rI0PoyOL._AC_SX679_.jpg,,,
Motorola Edge | 2024 | Unlocked | Made for US 8/256GB | 50MP Camera | Midnight Blue,4.2,393,Cell Phones & Accessories,Cell Phones,Motorola,299,-0.45,https://m.media-amazon.com/images/I/61xrE9hme2L._AC_SX679_.jpg,,,
"UMIDIGI G9T Cell Phone, Android 14 Smartphone Unlocked, 6.75"" HD+ 90Hz Display, 5000mAh Battery, 18W Fast Charging, 8(4+4)+128GB/1TB TF, 13MP Camera, AI Face & Fingerprint Unlock, 4G Dual SIM, GPS",4,322,Cell Phones & Accessories,Cell Phones,UMIDIGI,93,-0.15,https://m.media-amazon.com/images/I/616GSePFvrL._AC_SX679_.jpg,,,
"SAMSUNG Galaxy S21 Ultra 5G, US Version, 128GB, Phantom Black - Unlocked (Renewed)",3.9,3606,Cell Phones & Accessories,Cell Phones,SAMSUNG,1169,,https://m.media-amazon.com/images/I/71A87GtJnoL._AC_SX522_.jpg,,,
SAMSUNG Galaxy ​S25 Ultra 5G 2025 (International Version) | GSM Unlocked (T-Mobile) | ​512GB ​Storage​ + 12GB RAM SM-S938B ​Qualcomm Snapdragon 8 Elite Android 15 Smartphone (Titanium Black),4.5,351,Cell Phones & Accessories,Cell Phones,SAMSUNG,1084,,https://m.media-amazon.com/images/I/61XFwBms9lL._AC_SX679_.jpg,,,
"SAMSUNG Galaxy Z Flip 3 5G, US Version, 128GB, Phantom Black - Unlocked (Renewed)",4,4744,Cell Phones & Accessories,Cell Phones,SAMSUNG,338,,https://m.media-amazon.com/images/I/61hdrl3iMXL._AC_SX569_.jpg,,,
SAMSUNG Galaxy S24 5G SM-S921B/DS 128GB 8GB Dual SIM Factory Unlocked GSM Smartphone - International Version (Onyx Black),4.6,85,Cell Phones & Accessories,Cell Phones,SAMSUNG,545,,https://m.media-amazon.com/images/I/31kj-vvnJSL._AC_.jpg,,,
"UMIDIGI G9X Unlocked Cell Phone,6.75"" 90Hz Display Smart Phone,Android 14,5000mAh,Octa-Core 8(4+4)+64GB 1TB,Face ID Unlock,4G Dual SIM Phone,GPS,FM Radio,Show captions,Unlocked Android Phones",4,193,Cell Phones & Accessories,Cell Phones,UMIDIGI,79,-0.27,https://m.media-amazon.com/images/I/710tEu79O3L._AC_SX679_.jpg,,,
"OUKITEL C1 Android 15 Cell Phone Unlocked 2025-16GB+128GB(TF 1TB), 6.52'' Waterdrop Screen, 5150mAh Battery Smartphone, 13MP Camera Octa Core, 4G Triple SIM, Fingerprint/3.5mm Jack/GPS,Blue",4.5,190,Cell Phones & Accessories,Cell Phones,OUKITEL,106,-0.11,https://m.media-amazon.com/images/I/81bn-K--I8L._AC_SX679_.jpg,,,
SAMSUNG Galaxy S9+ 64GB Smartphone - Midnight Black - Carrier Unlocked (Renewed),4.1,159,Cell Phones & Accessories,Cell Phones,SAMSUNG,56,,https://m.media-amazon.com/images/I/71iEeXihiyL._AC_SX522_.jpg,,,
"SAMSUNG Galaxy S24 FE AI Phone, 128GB Fully Unlocked Android Smartphone, High-Res 50MP Camera, Long Battery Life, Brighter Display Screen, US Version, 2024, Graphite (Renewed)",4.1,131,Cell Phones & Accessories,Cell Phones,SAMSUNG,106,,https://m.media-amazon.com/images/I/61uakkLoHxL._AC_SX679_.jpg,,,
Unihertz Jelly Max Unique Smartphone 5G Android 14 66W Fast Charging12GB RAM 256GB ROM 100MP Compatible with T-Mobile and Verizon only,,,Cell Phones & Accessories,Cell Phones,Unihertz,319,,https://m.media-amazon.com/images/I/51FxPmC-cBL._AC_SX679_.jpg,,,
"OnePlus 13,16GB RAM + 512GB Storage, Dual-SIM,Unlocked Android Smartphone, Snapdragon 8 Elite, 80W SUPERVOOC Fast Charging & 50W AIRVOOC Charging, Advanced Hasselblad Camera, 2025, Arctic Dawn",4.5,127,Cell Phones & Accessories,Cell Phones,OnePlus,929,-0.07,https://m.media-amazon.com/images/I/81YvgN0CcdL._AC_SX679_.jpg,,,
"OUKITEL G1 Rugged Smartphone Unlocked - 24+256GB/1TB Android 14 Rugged Cellphones, 6.52” HD Display IP68/IP69K 10600mAh Battery 48MP Rear Camera Waterproof Phone, Fingerprint/Dual Sim/NFC 2025",4.2,1137,Cell Phones & Accessories,Cell Phones,OUKITEL,199,,https://m.media-amazon.com/images/I/919aLPXSUyL._AC_SX679_.jpg,,,
"SAMSUNG Galaxy S25 Ultra Cell Phone, 256GB AI Smartphone, Unlocked Android, AI Camera, Fast Processor, Long Battery Life, 2025, Titanium Black (Renewed)",4.3,41,Cell Phones & Accessories,Cell Phones,SAMSUNG,719,,https://m.media-amazon.com/images/I/61n0lmxP5-L._AC_SX679_.jpg,,,
SAMSUNG Galaxy S22 5G SM-S901B/DS 128GB 8GB Dual SIM Factory Unlocked GSM Smartphone - International Version (Phantom Black),4.2,330,Cell Phones & Accessories,Cell Phones,SAMSUNG,259,,https://m.media-amazon.com/images/I/71SM3ocOODL._AC_SX679_.jpg,,,
"KOKODI Kids Smart Phone, Touchscreen HD Dual Camera Cell Phone for Kids, Christmas Birthday Gifts Dinosaur Toddler Play Phone for Boys 3-10, Travel Toy Preschool Learning Education Toy",4.5,3005,Toys & Games,Pretend Phones & Smartphones,,29,-0.25,https://m.media-amazon.com/images/I/5161GbqTokL._AC_.jpg,,,
"Google Pixel 6 5G, US Version, 128GB, Stormy Black - Unlocked (Renewed)",4.1,2419,Cell Phones & Accessories,Cell Phones,Google,129,,https://m.media-amazon.com/images/I/61ruKkvVIxL._AC_SX679_.jpg,,,
SAMSUNG Galaxy ​S25 Ultra 5G 2025 (International Version) | GSM Unlocked (T-Mobile) | ​1TB ​Storage​ + 12GB RAM SM-S938B ​Qualcomm Snapdragon 8 Elite Android 15 Smartphone (Titanium Grey),4.6,83,Cell Phones & Accessories,Cell Phones,SAMSUNG,1185,,https://m.media-amazon.com/images/I/51fD+MRyTFL._AC_SX679_.jpg,,,
"Nothing Phone (3a) Smartphone, 6.77"" 120Hz AMOLED Display, 50MP Triple Camera System, Snapdragon 7s Gen3 Processor, Bluetooth 5.4, IP64 Waterproof, 5000mAh,Dual Nano-SIM, Android 15, 8+128GB White",4.5,45,Cell Phones & Accessories,Cell Phones,Nothing,329,-0.11,https://m.media-amazon.com/images/I/71b3HI25YgL._AC_SX679_.jpg,,,
ONEPLUS OnePlus 10 Pro | 5G Android Smartphone | 8GB+128GB | T-Mobile Unlocked | Triple Camera co-Developed with Hasselblad | Volcanic Black,4.3,1678,Cell Phones & Accessories,Cell Phones,OnePlus,319,,https://m.media-amazon.com/images/I/71YLENBvceL._AC_SX522_.jpg,,,
Google Pixel Fold - Unlocked Android 5G Smartphone with Telephoto Lens and Ultrawide Lens - Foldable Display - 24-Hour Battery - Obsidian - 256 GB (Renewed),4.1,295,Cell Phones & Accessories,Cell Phones,Google,106,,https://m.media-amazon.com/images/I/61sOr+JpqyL._AC_SX679_.jpg,,,
Motorola Moto G Power 5G | 2023 | Unlocked | Made for US 4/128GB | 50 MPCamera | Mineral Black,4.2,1968,Cell Phones & Accessories,Cell Phones,Motorola,147,,https://m.media-amazon.com/images/I/617-hV4-qpL._AC_SX679_.jpg,,,
"SAMSUNG Galaxy A16 4G (SM-A165M/DS), 128GB 6GB RAM, Dual SIM, Factory Unlocked GSM, International Version (25W Power Adapter Bundle) - (Light Green)",4.1,108,Cell Phones & Accessories,Cell Phones,SAMSUNG,139,,https://m.media-amazon.com/images/I/51xZ48gn4VL._AC_SX679_.jpg,,,
"TCL 40 XE 5G (Spectrum Unlocked) - 6.56"" HD+ Display, 5G Connectivity, 5000mAh Battery, 4GB RAM + 64GB Storage, Android Smartphone",4,36,Cell Phones & Accessories,Cell Phones,TCL,89,,https://m.media-amazon.com/images/I/41u4utv5peL._AC_SX679_.jpg,,,
Samsung Galaxy S23 5G Factory Unlocked 128GB - Phantom Black (Renewed),4.1,584,Cell Phones & Accessories,Cell Phones,Samsung,234,-0.18,https://m.media-amazon.com/images/I/51ngAkKqflL._AC_SX679_.jpg,,,
"Ulefone Armor 34 Pro 5G Rugged Smartphone with 150 Lumens Projector, 32GB+512GB ROM/2TB, 25500mAh 66W, Android 15, 6.95"" 120Hz, 64MP+50MP+50MP 32MP, 1100LM LED Light/Waterproof/NFC/Dual 5G/Widevine L1",4.9,21,Cell Phones & Accessories,Cell Phones,Ulefone,699,,https://m.media-amazon.com/images/I/81VKcVJr1lL._AC_SX466_.jpg,,,
"OUKITEL WP56 5G Rugged Smartphone Unlocked - 36GB+512GB/2TB Android 15 Rugged Phone,16000mAh Battery, 1000-Lumen Camping Light, 6.8"" FHD+ 120Hz,108MP Camera,128dB Loud Speaker Waterproof, NFC/GPS/OTG",4.8,46,Cell Phones & Accessories,Cell Phones,OUKITEL,399,,https://m.media-amazon.com/images/I/81jwpBIkWDL._AC_SX679_.jpg,,,
Samsung Galaxy A10e 32GB A102U GSM Unlocked Phone - Black (Renewed),3.9,3825,Cell Phones & Accessories,Cell Phones,Samsung,259,,https://m.media-amazon.com/images/I/71Eh6YWqqyL._AC_SY679_.jpg,,,
"SAMSUNG Galaxy A35 5G A Series Cell Phone, 128GB Unlocked Android Smartphone, AMOLED Display, Advanced Triple Camera System, Expandable Storage, Rugged Design, US Version, 2024, Awesome Navy",4.5,1193,Cell Phones & Accessories,Cell Phones,SAMSUNG,199,,https://m.media-amazon.com/images/I/71YwZXmVcEL._AC_SX679_.jpg,,,
"OUKITEL WP53 Pro Rugged Phone Unlocked Android 15-24GB+256GB Rugged Smartphone with Camping Light, 11000mAh Battery 128dB Louder Speaker, 6.52"" HD+ Phone, 50MP Main Camera Waterproof Cell Phone NFC",5,30,Cell Phones & Accessories,Cell Phones,OUKITEL,219,-0.19,https://m.media-amazon.com/images/I/81C-fKo2dvL._AC_SX679_.jpg,,,
"Nothing Phone (3) Cell Phone, 2025 New 5G Unlocked Phones 256GB, Android 15, Snapdragon 8s Gen4, AI Mobile Phones with Four 50MP Cameras & AMOLED Display, 5150mAh, Glyph Interface, Smartphone Black",4.7,16,Cell Phones & Accessories,Cell Phones,Nothing,719,-0.1,https://m.media-amazon.com/images/I/61YbN9tT88L._AC_SX679_.jpg,,,
"SAMSUNG Galaxy S24 Ultra 5G, US Version, 512GB, Titanium Black - Unlocked (Renewed)",4.2,627,Cell Phones & Accessories,Cell Phones,SAMSUNG,1069,,https://m.media-amazon.com/images/I/71WcjsOVOmL._AC_SX679_.jpg,,,
"OnePlus 12 Unlocked Android Phone — Snapdragon 8 Gen 3 Phone w/ 16GB RAM, Hasselblad Camera, Dual SIM, 2K 120Hz ProXDR Display, 5400mAh Battery, SUPERVOOC Charging, OxygenOS (512GB, Flowy Emerald)",4.6,849,Cell Phones & Accessories,Cell Phones,OnePlus,729,-0.19,https://m.media-amazon.com/images/I/71tRpVJeMcL._AC_SX679_.jpg,,,
"DOOGEE S200 Rugged Smartphone 5G Unlocked, 32GB+256GB Android 14 Rugged Phone with 1.32"" Rear Screen, 10100mAh Battery, 100MP+20MP Night Vision Camera, 6.72"", 120Hz, NFC, 5G Dual SIM, ATT, Verizon",4.2,396,Cell Phones & Accessories,Cell Phones,DOOGEE,349,,https://m.media-amazon.com/images/I/71KtN+WK+5L._AC_SX679_.jpg,,,
"SAMSUNG Galaxy S23+ Plus 5G, US Version, 512GB, Phantom Black - Unlocked (Renewed)",4.2,653,Cell Phones & Accessories,Cell Phones,SAMSUNG,339,-0.26,https://m.media-amazon.com/images/I/51-PdNy2RqL._AC_SX569_.jpg,,,
"Blackview BV6200Plus Rugged Phone Android 15, 98dB Super Speaker 11000mAh, 24GB+256GB/2TB Rugged Smartphone Unlocked, 6.56"" HD+ 90Hz Waterproof Phone 2025 NFC/Fingerprint/GPS/T-moblie/IP69K/3 Slots",4.1,122,Cell Phones & Accessories,Cell Phones,Blackview,199,-0.16,https://m.media-amazon.com/images/I/71g7Sl5Rf7L._AC_SX679_.jpg,,,
BLU F5| 5G | 2024 | All-Day Battery | Unlocked | 6.6” HD+ Display | 128GB | Dual 50MP | US Version | Green,3.9,116,Cell Phones & Accessories,Cell Phones,BLU,99,-0.15,https://m.media-amazon.com/images/I/81jcsTp1EYL._AC_SX679_.jpg,,,
Honor 400 Pro Dual-SIM 512GB ROM + 12GB RAM (GSM Only | No CDMA) Factory Unlocked 5G Smartphone (Lunar Grey) - International Version,5,6,Cell Phones & Accessories,Cell Phones,Honor,869,,https://m.media-amazon.com/images/I/51mCHUys-ML._AC_SX679_.jpg,,,
"Motorola Moto Edge 50 Fusion 5G (XT2429-1) Dual Sim | GSM Unlocked | 6.7"" P-OLED 120Hz Display | 8GB Ram 256GB Storage - International Version - (Green)",4.3,162,Cell Phones & Accessories,Cell Phones,Motorola,262,-0.2,https://m.media-amazon.com/images/I/51jEUCE7e0L._AC_.jpg,,,
"Alcatel 1 (16GB) 5.0"" Full View Display, Removable Battery, FM Radio, Dual SIM GSM Unlocked US & Global 4G LTE International Version 5033E (Bluish Black)",3.6,2292,Cell Phones & Accessories,Cell Phones,Alcatel,54,,https://m.media-amazon.com/images/I/81wN2woIouL._AC_SX679_.jpg,,,
"SAMSUNG Galaxy S23 Ultra 5G, US Version, 512GB, Lavender - Unlocked (Renewed)",4.2,1046,Cell Phones & Accessories,Cell Phones,SAMSUNG,178,,https://m.media-amazon.com/images/I/517mLWWU8XL._AC_SX679_.jpg,,,
"OUKITEL WP300 5G Rugged Smartphone Unlocked Android 15-36GB+512GB/2TB Rugged Phone, 6.8''FHD+ Display 108MP Rear Camera 16000mAh(45W) Battery Waterproof Cell Phones, IP68/IP69K/NFC/WiFi6",5,6,Cell Phones & Accessories,Cell Phones,OUKITEL,429,-0.14,https://m.media-amazon.com/images/I/91uvIOl13ZL._AC_SX679_.jpg,,,
"Samsung Galaxy Z Flip7 Cell Phone, 256GB AI Smartphone, Unlocked Android, Long Battery Life, 2025, US 1 Yr Manufacturer Warranty, Blue Shadow",4.6,106,Cell Phones & Accessories,Cell Phones,Samsung,949,-0.14,https://m.media-amazon.com/images/I/61t-h3yf0CL._AC_SX679_.jpg,,,
"DOOGEE Note 58 Android 15 Unlocked Cellphone,32GB+128GB/2TB Expand Cell Phone with 6.75"" HD+ Waterdrop Screen, 6250mah Battery,4G Dual Sim Unlocked Smartphone,Widevine L1/NFC/OTG/Face Unlock, Black",4.1,556,Cell Phones & Accessories,Cell Phones,DOOGEE,115,-0.23,https://m.media-amazon.com/images/I/71sDOyul7lL._AC_SX679_.jpg,,,
